ACCEPT	Tamam
MESSENGER_OPEN_GUILD	Lonca Penceresini Aç
MESSENGER_TITLE	Arkadaþlar
MESSENGER_USE_GUILD_MOVE_SKILL	Lonca Hareket Becerisini Kullan
MESSENGER_WHISPER	Fýsýltý
MINIGAME_FISH_EVENT_USE_COUNT	Miktar
MINIMIZE	Küçült
MINI_BOSS_DUNGEON_DESC_BTN	Etkinlik kurallarý
MINI_BOSS_DUNGEON_TITLE_NAME	Katýlýmcýlar
MINI_BOSS_DUNGEON_TITLE_NUM	Rütbe
MINI_BOSS_DUNGEON_TITLE_POINT	Kýyamet puanlarý
MINI_BOSS_DUNGEON_TOOTIP_01	Zindan genel görünümü
MINI_BOSS_DUNGEON_TOOTIP_02	Seviye 40 - 80 için kýyamet
MINI_BOSS_DUNGEON_TOOTIP_03	Seviye 81 üstü kýyamet
MINI_BOSS_DUNGEON_TOOTIP_04	Gir
MINI_BOSS_DUNGEON_TOOTIP_05	Kalan süre
MINI_BOSS_DUNGEON_TOOTIP_06	Kýyamet puanlarým
MINI_BOSS_DUNGEON_TOOTIP_07	Kalan kýyametler
MINI_BOSS_DUNGEON_TOOTIP_08	Ödülüm
MINI_BOSS_TITLE	Zodyak kýyameti
MINI_GAME_BLACK_AND_WHITE_DONATE	Baðýþlar
MINI_GAME_BLACK_AND_WHITE_GAME_TITLE	Kahin Yarýþmasý
MINI_GAME_BLACK_AND_WHITE_RANK_BUTTON	Sýralama Listesi
MINI_GAME_BLACK_AND_WHITE_REWARD_TRADE	Ödüller
MINI_GAME_BLACK_AND_WHITE_START_BUTTON	Baþla
MINI_GAME_BLACK_AND_WHITE_WAITTING_TITLE	Kahin Yarýþmasý
MINI_GAME_CATCHKING_CHALLENGE	Girdi
MINI_GAME_CATCHKING_HELP_TEXT	Kurallar
MINI_GAME_CATCHKING_HIGH_SCORE	En yüksek skor
MINI_GAME_CATCHKING_MYNUMBER	Kartým
MINI_GAME_CATCHKING_POPUP_CONFIRM	Pop-Up açýk/kapalý
MINI_GAME_CATCHKING_RETRY	Yeniden oyna
MINI_GAME_CATCHKING_REWARD	Ödülün
MINI_GAME_CATCHKING_SCORE	Puan
MINI_GAME_CATCHKING_SELECTION_NUMBER	Açýlan kartlar
MINI_GAME_CATCHKING_START_TEXT	Baþla
MINI_GAME_CATCHKING_TITLE	Kralý yakala
MINI_GAME_FISH_HELP_TEXT	Yardým
MINI_GAME_FISH_START_TEXT	Baþla
MINI_GAME_FISH_TITLE	Balýk yapboz oyunu
MINI_GAME_RUMI_DISCARD_TEXT	Güvenli Mod
MINI_GAME_RUMI_EXIT	Bitir
MINI_GAME_RUMI_LBUTTON_DESC	Kartý sola týklayarak ekle
MINI_GAME_RUMI_RBUTTON_DESC	Kartý saða týklayarak sil
MINI_GAME_RUMI_SCORE	Puan
MINI_GAME_RUMI_START_TEXT	Baþla
MINI_GAME_RUMI_TITLE	Okey Kart Oyunu
MINI_GAME_YUTNORI_COM_TEXT	Bilgisayar
MINI_GAME_YUTNORI_PLAYER_TEXT	Oyuncular
MINI_GAME_YUTNORI_PROBABILITY	Olasýlýk
MINI_GAME_YUTNORI_PROB_DESC	Daha yüksek bir olasýlýk kazandýrmak için bir Yut atýþý seç.
MINI_GAME_YUTNORI_REMAIN_COUNT	Hamleler
MINI_GAME_YUTNORI_REWARD_TEXT	Ödül
MINI_GAME_YUTNORI_SCORE	Puan durumu
MINI_GAME_YUTNORI_START_TEXT	Baþla
MINI_GAME_YUTNORI_THROW	At
MINI_GAME_YUTNORI_TITLE	Yutnori
MINI_GAME_YUTNORI_YUTSEM1	Do
MINI_GAME_YUTNORI_YUTSEM2	Ge
MINI_GAME_YUTNORI_YUTSEM3	Geol
MINI_GAME_YUTNORI_YUTSEM4	Yut
MINI_GAME_YUTNORI_YUTSEM5	Mo
MINI_GAME_YUTNORI_YUTSEM6	Back-do
MISTS_ISLAND_EMPIRE_NAME	Krallýk adý
MISTS_ISLAND_EMPIRE_SCORE	Krallýk puaný
MISTS_ISLAND_END_TIME	Bitiþ tarihi
MISTS_ISLAND_EXIT	Vazgeç
MISTS_ISLAND_INFO_TEXT	Rütbe ve durum bilgisi
MISTS_ISLAND_RANK	Rütbe
MISTS_ISLAND_SCORE	Puan
MISTS_ISLAND_TITLE_RANK	Rütbe ve durumla ilgili bilgi
MISTS_ISLAND_TITLE_SCORE	Genel görünüm
MONSTER_CARD_ACHIEV_BONUS	Baþarýlar
MOUNT_UPGRADE_SYSTEM_DISABLE_GIVE_FEED_BUTTON_POPUP_MESSAGE	Atý artýk besleyemezsin.
MOUNT_UPGRADE_SYSTEM_GIVE_FEED	Atý besle
MOUNT_UPGRADE_SYSTEM_GIVE_FEED_BUTTON_POPUP_MESSAGE	Seviyeyi artýrmak için tüm at yemlerini daðýt.
MOUNT_UPGRADE_SYSTEM_GIVE_FEED_NOT_ENOUGH	Yetersiz at yemi
MOUNT_UPGRADE_SYSTEM_LEVEL_UP	Seviyeyi artýr
MOUNT_UPGRADE_SYSTEM_TITLE	At seviyesini artýr
MOUSEBUTTON_ATTACK	Saldýrý
MOUSEBUTTON_AUTO_ATTACK	Otomatik Saldýrý
MOUSEBUTTON_CAMERA	Kamera
MOUSEBUTTON_SKILL	Beceriler
MUSICLIST_TITLE	Müzik Seçimi
MYSHOP_DECO_CANCEL	Kapat
MYSHOP_DECO_DEFAULT	Standart
MYSHOP_DECO_NEXT	Devam
MYSHOP_DECO_OK	Bitir
MYSHOP_DECO_PREV	Geri
MYSHOP_DECO_SELECT_MODEL	Marketinin görünümünü seç.
MYSHOP_DECO_SELECT_TITLE	Baþlýðýnýn görünümünü seç.
NO	Hayýr
NPC_HELPER_ATLAS_EXPAND_BUTTON_TOOLTIP	Karakter bulucuyu göster
NPC_HELPER_ATLAS_SHRINK_BUTTON_TOOLTIP	Karakter bulucuyu kapat
NPC_HELPER_ATLAS_SWITCH_TO_NPC_LOCATION_HELPER_BUTTON_TOOLTIP	Harita karakter bulucuya geçer
NPC_HELPER_ATLAS_SWITCH_TO_SMALL_BUTTON_TOOLTIP	Eski harita moduna geri döner
NPC_HELPER_ATLAS_TITLE	Büyük harita
NPC_HELPER_NPC_INFO_CONQUEROR_LEVEL	F. Sv
NPC_HELPER_NPC_INFO_LEVEL	Sv
NPC_HELPER_NPC_INFO_MENU_NPC_LIST	Karakterler
NPC_HELPER_NPC_INFO_MENU_SELECT_CATEGORY	Bölge seç
NPC_HELPER_NPC_INFO_MENU_SELECT_MAP	Harita seç
NPC_HELPER_NPC_INFO_TITLE	Karakter bulucu
NPC_LOCATION_HELPER_MAP_CATEGORY_EMPIRE_DUNGEON	Zindanlar
NPC_LOCATION_HELPER_MAP_CATEGORY_EMPIRE_FIELD	Krallýklar
NPC_LOCATION_HELPER_MAP_CATEGORY_EVIL_DRAGON_TERRITORY	Karanlýk Ejderha Kayasý
NPC_LOCATION_HELPER_MAP_CATEGORY_LABYRINTH	Yanýlsama Platosu
NPC_LOCATION_HELPER_MAP_CATEGORY_NEUTRAL	Tarafsýz Bölgeler
NPC_LOCATION_HELPER_MAP_CATEGORY_NEW_WORLD_DUNGEON	Yohara'daki Zindanlar
NPC_LOCATION_HELPER_MAP_CATEGORY_NEW_WORLD_FIELD	Yohara
NPC_LOCATION_HELPER_MOB_INFO_DROP_ITEM_INFO	Olasý ganimetler
NPC_LOCATION_HELPER_MOB_INFO_MOB_INFO	Canavar
NPC_LOCATION_HELPER_MOB_INFO_TITLE	Canavar Rehberi
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_ACCEPT	Kabul edilen
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_COMPLETE	Tamamlandý
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_PROGRESS	Etkin
NPC_LOCATION_HELPER_TOOLTIP_DROP_ITEM_INFO	Canavar Rehberi: Belirli canavarlardan ne tür ganimetler alabileceðini gösterir.
NPC_LOCATION_HELPER_TOOLTIP_GUILD_LAND	Lonca Bölgesi: Bilgiler güncelleniyor. Dakikada 1x kullanýlabilir.
NPC_LOCATION_HELPER_TOOLTIP_MOB_INFO_SEARCH_BUTTON	Aramak istediðiniz canavarý seç ve bölgesini görüntülemek için simgeye týkla. Bunu yapmak için canavar bulucuyu etkinleþtirmelisin.
NPC_LOCATION_HELPER_TOOLTIP_MY_LOCATION	Konuma geri dön: Bulunduðun haritayý tekrar gösterir. Ayný haritadaysan görüntüleme karakterine odaklanacaktýr.
NPC_LOCATION_HELPER_TOOLTIP_SCALE_DOWN	Uzaklaþtýr
NPC_LOCATION_HELPER_TOOLTIP_SCALE_UP	Yakýnlaþtýr
OK	Tamam
OPPOSITES	Reddet
OPTION_ALWAYS_SHOW_NAME	Isim
OPTION_ALWAYS_SHOW_NAME_OFF	Sýnýrlý
OPTION_ALWAYS_SHOW_NAME_ON	Her Zaman
OPTION_ATTACKED_MOTION	Animasyonlar
OPTION_ATTACKED_MOTION_ALL	Normal
OPTION_ATTACKED_MOTION_ALL_DESC	Tüm yakýn dövüþ animasyonlarý gösterilir.
OPTION_ATTACKED_MOTION_SELF	Performans
OPTION_ATTACKED_MOTION_SELF_DESC	Belirli yakýn dövüþ animasyonlarý, karakter ve hedef dýþýnda herkes için görüntülenmez.
OPTION_BLOCK	Engelle
OPTION_BLOCK_EXCHANGE	Ticaret
OPTION_BLOCK_FRIEND	Arkadaþlar
OPTION_BLOCK_GUILD	Lonca
OPTION_BLOCK_PARTY	Grup
OPTION_BLOCK_PARTY_REQUEST	Rica
OPTION_BLOCK_WHISPER	Fýsýltý
OPTION_CAMERA_DISTANCE	Kamera
OPTION_CAMERA_DISTANCE_LONG	Uzak Mesafe
OPTION_CAMERA_DISTANCE_SHORT	Kýsa Mesafe
OPTION_DELETE_MOBILE_BUTTON	Cep Telefonu Numaraný Sil
OPTION_EFFECT	Önemli Bilgiler
OPTION_ENV_EFFECT	Çevre
OPTION_ENV_EFFECT_OFF	Off
OPTION_ENV_EFFECT_ON	On
OPTION_FOG	Sis
OPTION_FOG_DENSE	Yoðun
OPTION_FOG_LIGHT	Hafif
OPTION_FOG_MIDDLE	Normal
OPTION_FOG_OFF	Kapalý
OPTION_FOG_ON	Açýk
OPTION_INPUT_MOBILE_BUTTON	Cep Telefonu Numarasý Gir
OPTION_KEY_SETTING	Klavye
OPTION_LANGUAGE_CHANGE	Uygula
OPTION_LANGUAGE_SELECT	Dil
OPTION_LOOTING_SETTING	Ganimet
OPTION_MOBILE	Cep Telefonu
OPTION_MOB_INFO	Canavar Bil.
OPTION_MOB_INFO_AGGR	Saldýrgan
OPTION_MOB_INFO_LEVEL	Seviye
OPTION_MUSIC	Müzik
OPTION_MUSIC_CHANGE	Deðiþtir
OPTION_MUSIC_DEFAULT_THEMA	Metin2 Standart Müziði
OPTION_NAME_COLOR	Ýsim rengi
OPTION_NAME_COLOR_EMPIRE	Ülke Rengi
OPTION_NAME_COLOR_NORMAL	Normal
OPTION_NIGHT_MODE	Gece
OPTION_NIGHT_MODE_OFF	Off
OPTION_NIGHT_MODE_ON	On
OPTION_PVPMODE	PvP Modu
OPTION_PVPMODE_FREE	Serbest
OPTION_PVPMODE_FREE_TOOLTIP	Tüm oyunculara saldýrma izni var.
OPTION_PVPMODE_GUILD	Lonca
OPTION_PVPMODE_GUILD_TOOLTIP	Lonca üyeleri hariç tüm oyunculara saldýrma izni var.
OPTION_PVPMODE_PEACE	Barýþ
OPTION_PVPMODE_PEACE_TOOLTIP	Kendi krallýðýnýn oyuncularýna saldýramazsýn.
OPTION_PVPMODE_REVENGE	Düþman
OPTION_PVPMODE_REVENGE_TOOLTIP	Sadece farklý ülkelerden olanlara saldýrabilirsiniz.
OPTION_SALESTEXT	Market Ýsmi
OPTION_SALESTEXT_VIEW_OFF	Gizle
OPTION_SALESTEXT_VIEW_ON	Göster
OPTION_SETTING	Aç
OPTION_SHADOW_QUALITY	Gölge kalitesi
OPTION_SHADOW_QUALITY_AVERAGE	Orta
OPTION_SHADOW_QUALITY_AVERAGE_TOOLTIP	Orta gölge kalitesi
OPTION_SHADOW_QUALITY_BAD	Düþük
OPTION_SHADOW_QUALITY_BAD_TOOLTIP	Düþük gölge kalitesi
OPTION_SHADOW_QUALITY_GOOD	Yüksek
OPTION_SHADOW_QUALITY_GOOD_TOOLTIP	Yüksek gölge kalitesi
OPTION_SHADOW_TARGET	Hedefin gölgesi
OPTION_SHADOW_TARGET_ALL	4
OPTION_SHADOW_TARGET_ALL_TOOLTIP	Tüm hedefler için gölge
OPTION_SHADOW_TARGET_GROUND	2
OPTION_SHADOW_TARGET_GROUND_AND_SOLO	3
OPTION_SHADOW_TARGET_GROUND_AND_SOLO_TOOLTIP	Arka plan gölgesi ve oyuncu gölgesi
OPTION_SHADOW_TARGET_GROUND_TOOLTIP	Arka plan gölgesi
OPTION_SHADOW_TARGET_NONE	1
OPTION_SHADOW_TARGET_NONE_TOOLTIP	Gölge yok
OPTION_SNOW_MODE	Kar Yaðýþý
OPTION_SNOW_MODE_OFF	Off
OPTION_SNOW_MODE_ON	On
OPTION_SNOW_TEXTURE_MODE	Kar
OPTION_SNOW_TEXTURE_MODE_OFF	Off
OPTION_SNOW_TEXTURE_MODE_ON	On
OPTION_SOUND	Efektler
OPTION_TARGET_BOARD	Hedef Tahtasý
OPTION_TARGET_BOARD_NO_VIEW	Kapat
OPTION_TARGET_BOARD_VIEW	Göster
OPTION_TITLE	Seçenekler
OPTION_VIEW_CHAT	Sohbet Satýrý
OPTION_VIEW_CHAT_OFF	Gizle
OPTION_VIEW_CHAT_ON	Göster
OTHER_WORLD_COUNT_TEXT	Miktar
OTHER_WORLD_DEAD_SOUL_TEXT	Ölü Ruhu
OTHER_WORLD_DROP_DOWN_X1	x1
OTHER_WORLD_DROP_DOWN_X5	x5
OTHER_WORLD_DROP_DOWN_X10	x10
OTHER_WORLD_EVENT_TIME_TEXT	Öbür Dünyanýn kaybolmasýna kalan gün sayýsý
OTHER_WORLD_EVENT_TITLE	Öbür Dünyaya Seyahat
OTHER_WORLD_EVE_EVENT_TIME_TEXT	Portalýn açýlmasýna kalan gün sayýsý
OTHER_WORLD_EXCHANGE_MENU_TEXT	Deðiþim
OTHER_WORLD_EXCHANGE_TEXT	Deðiþim
OTHER_WORLD_EXIT_BUTTON	Çýk
OTHER_WORLD_HELL_GATE_KEY_TEXT	Asmodeus Anahtarý
OTHER_WORLD_ITEM_NAME_TEXT	Eþya
OTHER_WORLD_LIFE_AND_DEATH_LIST_TEXT	Siyah Mektup
OTHER_WORLD_NEED_TEXT	Gereken
OTHER_WORLD_REINCARNATION_WATER_TEXT	Hayat Suyu
OTHER_WORLD_SLASH_TEXT	/
OTHER_WORLD_WISP_BOARD_TITLE	Ölü Alevi Sayýsý
PARTY_MATCH_TEXT_DUNGEON_NAME	Zindan
PARTY_MATCH_TEXT_DUNGEON_SELECT	Zindan seç
PARTY_MATCH_TEXT_ENTREE_LEVEL	Seviye: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Seviye talebi
PARTY_MATCH_TEXT_REQUEST_MATCH	Arama
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Ýptal
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Eþya talebi
PARTY_MEMBER_INFO_NAME	Grup Üyesinin Ýsmi
PASSIVE_ATTR_ACTIVATE_BUTTON	Etkinleþtir
PASSIVE_ATTR_UI_ADD_BUTTON	Ekle
PASSIVE_ATTR_UI_CHARGE_BUTTON	Yükle
PASSIVE_ATTR_UI_TITLE	Kalýntý bonusu
PASSWORD_DESC_1	Depoyu açmak için,
PASSWORD_DESC_2	þifreyi gir.
PASSWORD_DESC_3	Þifreni deðiþtirdin mi?
PASSWORD_DESC_4	Deðiþtirmediysen þifren þudur: "000000".
PASSWORD_DESC_5	Þifreni depoda deðiþtir.
PASSWORD_TITLE	Þifre Kaydetme
PET_AGE_TEXT	Pet yaþý
PET_ATTR_CHANGE_ITEM_TEXT	Pet efsunla
PET_ATTR_CHANGE_TITLE	Pet tipini deðiþtir
PET_ATTR_CONFIRMATION	Deðiþtir
PET_ATTR_DETERMINE_TITLE	Yeni pet tipi
PET_ATTR_OK	Kapat
PET_CHANGE_TEXT	Pet
PET_FEED_TITLE	Besle
PET_FEED_TITLE_EVOLVE	Geliþtir
PET_FEED_TITLE_EXP	Eþya EXP
PET_FFED_BUTTON_TEXT	Besle
PET_HATCHING_BUTTON	Yumurtadan çýk
PET_HATCHING_NIK	Pet adý
PET_HATCHING_WINDOW_TITLE	Kuluçka Makinesi
PET_INFORMATION_ABILITIES	Bonuslar
PET_INFORMATION_AGE	Yaþ
PET_INFORMATION_COSTUME_BONUS	Kostüm Bonusu
PET_INFORMATION_DEFENCE	Savunma
PET_INFORMATION_EVOL_BUTTON	Geliþme
PET_INFORMATION_EXP	Tecrübe
PET_INFORMATION_EXP_BUTTON	Nesne EXP
PET_INFORMATION_HP	HP
PET_INFORMATION_LEVEL	Seviye
PET_INFORMATION_LIFE	Süre
PET_INFORMATION_LIFETIME_BUTTON	Besle
PET_INFORMATION_LIFE_TIME	Saat
PET_INFORMATION_SKILL	Beceri
PET_INFORMATION_SP	SP
PET_INFORMATION_TITLE	Pet
PET_NAME_CHANGE_BUTTON	Deðiþtir
PET_NAME_CHANGE_WINDOW_TITLE	Ýsmi deðiþtir
PET_POTENTIAL_TITLE	Potansiyel
PET_REVIVE_BUTTON	Dirilt
PET_REVIVE_CANCEL_BUTTON	Ýptal et
PET_REVIVE_MATERIAL_TITLE	Malzeme
PET_REVIVE_REUSLT_TEXT	Sonuç
PET_REVIVE_TARGET	Diriltilecek pet
PET_REVIVE_TITLE	Pet diriltme
PICK_MONEY_TITLE	Bölmek
POPUP_NOTICE_BUTTON_TEXT	Görevler ve daha fazlasý
PREMIUM_PRIVATE_SHOP	Kiþisel premium dükkan
PREMIUM_PRIVATE_SHOP_ITEM_TAKE_OUT	Eþyayý al
PREMIUM_PRIVATE_SHOP_MODIFY_BUTTON	Yönet
PREMIUM_PRIVATE_SHOP_NOTICE_MODIFY	Kiþisel dükkan þu anda yönetiliyor.
PREMIUM_PRIVATE_SHOP_NOTICE_NONE	Kiþisel dükkan açýk deðil.
PREMIUM_PRIVATE_SHOP_NOTICE_NO_TICKET	Bilet yok
PREMIUM_PRIVATE_SHOP_NOTICE_OPEN	Kiþisel dükkan açýk.
PREMIUM_PRIVATE_SHOP_REMAIN_TEXT_ICON	Kalan süre
PREMIUM_PRIVATE_SHOP_REOPEN_BUTTON	Aç
PREMIUM_PRIVATE_SHOP_SHOP_CLOSE_BUTTON	Dükkaný kapat
PREMIUM_PRIVATE_SHOP_TAX_ADJUSTMENT_BUTTON	Al
PREMIUM_PRIVATE_SHOP_TAX_ADJUSTMENT_DIALOG_TITLE	Al
PREMIUM_PRIVATE_SHOP_TITLE	Kiþisel dükkan
PREMIUM_PRIVATE_SHOP_WON_ICON	Alýnabilir Won
PREMIUM_PRIVATE_SHOP_YANG_ICON	Alýnabilir Yang
PRIVATESHOPSEARCH_BUY	Satýn al
PRIVATESHOPSEARCH_COUNT	Miktar
PRIVATESHOPSEARCH_ITEMNAME	Ýsim
PRIVATESHOPSEARCH_ITEMTYPE	Nesneler
PRIVATESHOPSEARCH_JOB	Sýnýf
PRIVATESHOPSEARCH_LEVEL	Seviye
PRIVATESHOPSEARCH_PRICE	Fiyat
PRIVATESHOPSEARCH_REFINE	Nesne Seviyesi
PRIVATESHOPSEARCH_SEARCH	Arama
PRIVATESHOPSEARCH_SEARCH_BAR	Ara
PRIVATESHOPSEARCH_SELECT	Seç
PRIVATESHOPSEARCH_SELLER	Satýcý
PRIVATE_SHOP_CLOSE_BUTTON	Dükkaný kapat
PRIVATE_SHOP_NAME	Dükkan ismi
PRIVATE_SHOP_SEARCH_BY_VNUM_BOARD_TITLE	Tüm sonuçlar
PRIVATE_SHOP_SEARCH_BY_VNUM_CANCEL_BUTTON_TEXT	Ýptal et
PRIVATE_SHOP_SEARCH_BY_VNUM_SEARCH_BUTTON_TEXT	Ara
PRIVATE_SHOP_TITLE	Özel dükkan aç
QUEST_UI_TEXT_COLLECTION	Biyolog görevleri
QUEST_UI_TEXT_DAILY	Günlük görev
QUEST_UI_TEXT_EVENT	Etkinlik görevleri
QUEST_UI_TEXT_LEVELUP	Av görevi
QUEST_UI_TEXT_MAIN	Genel görevler
QUEST_UI_TEXT_SCROLL	Görev kitabý görevleri
QUEST_UI_TEXT_SUB	Yan görevler
QUEST_UI_TEXT_SYSTEM	Oyun görevleri
RAMADAN_EVENT_TITL	Ramazan Etkinliði
REFINE_COST	Yükseltme Ücreti: 0 Yang
REFINE_ELEMENT_CHANGE_COST_TITLE	Maliyetler
REFINE_ELEMENT_CHANGE_DARK	Karanlýk
REFINE_ELEMENT_CHANGE_EARTH	Dünya
REFINE_ELEMENT_CHANGE_ELECT	Þimþek
REFINE_ELEMENT_CHANGE_FIRE	Ateþ
REFINE_ELEMENT_CHANGE_ICE	Buz
REFINE_ELEMENT_CHANGE_TITLE	Elementi deðiþtir
REFINE_ELEMENT_CHANGE_WIND	Rüzgar
REFINE_ELEMENT_DOWNGRADE_TITLE	Rütbe düþüþü
REFINE_ELEMENT_UPGRADE_TITLE	Geliþtirme
REFINE_INFO	Baþarýlý bir geliþtirme olasýlýðý: %100
REFINE_MONEY	Arýndýrma Ücreti
REFINE_SELECT	Arýndýrma
REFINE_TTILE	Yükseltme
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Vazgeç
RESTART_HERE	Burada yeniden baþla
RESTART_IMMEDIATE	Reenkarnasyon
RESTART_TOWN	Þehirde yeniden baþla
ROULETTE_SPECIAL_TITLE	Ödüller (%s)
ROULETTE_SPIN_TEXT1	ÇEVÝR
ROULETTE_SPIN_TEXT2	50 Ruh
ROULETTE_SPIN_TEXT3	250.000 Yang
ROULETTE_TITLE	Ödüller
SAFE_CHANGE_PASSWORD	Þifre Deðiþtir
SAFE_TITLE	Depo
SELECT_ATTR_CHANGED	Yeni
SELECT_ATTR_CURRENT	Eski
SELECT_ATTR_SELECT	Seç
SELECT_ATTR_TITLE	Efsun Nesnesi+
SELECT_ATT_GRADE	STR
SELECT_CREATE	Oluþtur
SELECT_DELETE	Sil
SELECT_DEX_GRADE	DEX
SELECT_EMPIRE_NAME	Krallýk Ýsmi
SELECT_EXIT	Çýkýþ
SELECT_HP	HP
SELECT_LEVEL	Seviye
SELECT_METIN_STONE_TITLE	Zihin Taþý Seç
SELECT_NAME	Isim
SELECT_NO_GUILD	Lonca Yok
SELECT_ORIGIN_STAT	Baþlangýç Noktasý
SELECT_PLAYTIME	Oyun Süresi
SELECT_SELECT	Baþla
SELECT_SP	INT
SELECT_SUNGMA_STAT	SungMa Ýradesi
SELECT_TITLE	Baþlýk Seç
SHOP_BUY	Satýn Al
SHOP_SELL	Sat
SHOP_TITLE	Dükkan
SKILL_SUPPORT_TITLE	Standart Beceriler
SNOWFLAKE_STICK_EVENT_EXCHANGE_BUTTON_TEXT	Takas
SNOWFLAKE_STICK_EVENT_EXCHANGE_PAGE_SUBTITLE_1	1 Kar Tanesi Deðneði ile takas et
SNOWFLAKE_STICK_EVENT_EXCHANGE_PAGE_SUBTITLE_2	Etkinlik sýrasýnda 3x takas edebilirsin.
SNOWFLAKE_STICK_EVENT_EXCHANGE_REWARD_BUTTON_TEXT	Ödüller
SNOWFLAKE_STICK_EVENT_TITLE	Kar Tanesi Etkinliði
SNOWFLAKE_STICK_EVENT_TOOLTIP_HELP_BUTTON_1	24 saat içinde 5x takas edebilirsin. Sýfýrlanana kadar kalan süre:
SNOWFLAKE_STICK_EVENT_TOOLTIP_HELP_BUTTON_2	24 saat içinde 5x takas edebilirsin. Sýfýrlanana kadar kalan süre: -
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW	12 Kartopu ve 12 Kardan Adam Dalý topla ve bir Kar Tanesi Deðneði ile takas et.
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW_MOUNT	15 Kar Tanesi Deðneði ile takas edilebilir.
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW_PET	15 Kar Tanesi Deðneði ile takas edilebilir.
SNOWFLAKE_STICK_EVENT_TOOLTIP_SNOW_BALL	Kar Tanesi Sihri aktifken canavarlarý yenerek kartopu elde edebilirsin.
SNOWFLAKE_STICK_EVENT_TOOLTIP_TITLE_SNOW_BALL	Kartopu
SNOWFLAKE_STICK_EVENT_TOOLTIP_TITLE_TREE_BRANCH	Kardan Adam Dalý
SNOWFLAKE_STICK_EVENT_TOOLTIP_TREE_BRANCH	Kar Tanesi Sihri aktifken canavarlarý yenerek kardan adamý dallarý elde edebilirsin.
STEP	Saflýk Derecesi
STEP_SELECT	Saflýk Derecesi
STRENGTH	Güçlendirme
STRENGTH_SELECT	Seviye
STRUCTURE_VIEW_MODE	Dekorasyon
STRUCTURE_VIEW_TYPE_STRUCTURE	Dekoru gizle
SUNGHAHEE_TOWER_CLEAR	Baþardýn
SUNGMAHEE_GATE_ACHIEV_COUNT	Kupa sayýsý
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_GET_REWARD	Ödül al
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_REWARD_LIST	Ödül listesi
SUNGMAHEE_GATE_TITLE	SungMa Ýstila Portalý
SUNGMAHEE_GATE_TITLE_ACHIEV	Kupalar
SUNGMAHEE_GATE_TITLE_REWARD	Kupa ödülü
SUNGMAHEE_TOWER_DUNGEON_ENTER_QUESTION	%d. kata girmek istiyor musun?
SUNGMAHEE_TOWER_DUNGEON_EXIT_QUESTION	Meydan okumayý iptal etmek istiyor musun?
SUNGMAHEE_TOWER_ELEMENT_ALL	Tümü
SUNGMAHEE_TOWER_ELEMENT_DARK	Karanlýk
SUNGMAHEE_TOWER_ELEMENT_EARTH	Dünya
SUNGMAHEE_TOWER_ELEMENT_ELEC	Þimþek
SUNGMAHEE_TOWER_ELEMENT_FIRE	Ateþ
SUNGMAHEE_TOWER_ELEMENT_ICE	Buz
SUNGMAHEE_TOWER_ELEMENT_TITLE	Kattaki elementler
SUNGMAHEE_TOWER_ELEMENT_WIND	Rüzgar
SUNGMAHEE_TOWER_ENTER_BUTTON	Gir
SUNGMAHEE_TOWER_ENTER_TITLE	Sung Mahi'nin Cehennem Kulesi
SUNGMAHEE_TOWER_EXIT_BUTTON	Çýk
SUNGMAHEE_TOWER_INFO_BOARD_FLOOR	K%d
SUNGMAHEE_TOWER_MISSION_TYPE_ALL_KILL_MOB_PAUSE_SPECIAL	Tüm canavarlarý ve þeytan taþlarýný alt et!
SUNGMAHEE_TOWER_MISSION_TYPE_BOSS	Tüm canavarlarý öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_CHESS_FAIL	Tüm canavarlarý öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_COMPLETE	Görev tamamlandý
SUNGMAHEE_TOWER_MISSION_TYPE_CORRECT_ITEM_USE	Anahtarý bul ve kaç!
SUNGMAHEE_TOWER_MISSION_TYPE_DEBUFF_RELEASE	Tüm canavarlarý öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_FINDING_RIGHT_MATCH_METIN_STONE	Lanetli Metini imha et!
SUNGMAHEE_TOWER_MISSION_TYPE_FINDING_RIGHT_MATCH_METIN_STONE_FAIL	Tüm canavarlarý öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_MONSTER_CHESS	Birbirine ait olmayan bir canavar çiftini öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_NORMAL	Tüm canavarlarý öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_SEAL_RELEASE	Mühür taþlý mührü kýr!
